Handle,SKU,Name,Category,Sold by weight,Option 1 name,Option 1 value,Option 2 name, Option 2 value,Option 3 name, Option 3 value, Cost, Barcode, SKU of included item, Quantity of included item, Track stock, Available for sale [BUDDI], Price [BUDDI], In stock [BUDDI], Low stock [BUDDI]
,4176001,AS,Men's Clothing,,,,,,,,250,4176001,,,Y,Y,325,12,0
